Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,variant,variant-index,creator,lifecycle:transition,workgroup,Resource,Activity
Case 2126,Closed,Value 1,2013-07-10 07:41:14.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 2126,END,artificial,2013-07-10 07:41:14.001,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 2127,START,artificial,2011-09-14 07:59:05.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2127,Assign seriousness,Value 1,2011-09-14 07:59:05.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 12,Assign seriousness
Case 2127,Take in charge ticket,Value 1,2011-09-14 13:23:31.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 12,Take in charge ticket
Case 2127,Resolve ticket,Value 1,2011-09-20 10:06:47.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 12,Resolve ticket
Case 2127,Closed,Value 1,2011-10-15 08:00:55.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2127,END,artificial,2011-10-15 08:00:55.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2128,START,artificial,2012-05-29 12:48:49.999,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,,,
Case 2128,Assign seriousness,Value 1,2012-05-29 12:48:49.999,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2128,Take in charge ticket,Value 1,2012-05-29 12:48:59.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 2128,Resolve ticket,Value 1,2012-06-01 09:39:54.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2128,Resolve ticket,Value 1,2012-06-01 09:39:54.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2128,Closed,Value 1,2012-06-29 12:50:23.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2128,END,artificial,2012-06-29 12:50:23.001,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,,,
Case 2129,START,artificial,2011-11-08 10:02:42.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 2129,Assign seriousness,Value 1,2011-11-08 10:02:42.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2129,Take in charge ticket,Value 1,2011-11-09 09:08:32.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 2129,Wait,Value 1,2011-11-09 14:04:26.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 1,Wait
Case 2129,Resolve ticket,Value 1,2011-12-02 13:32:27.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2129,Closed,Value 1,2012-01-03 09:40:37.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2129,END,artificial,2012-01-03 09:40:37.001,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 2130,START,artificial,2012-01-23 15:26:09.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2130,Assign seriousness,Value 2,2012-01-23 15:26:09.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 4,Assign seriousness
Case 2130,Take in charge ticket,Value 2,2012-01-23 15:27:05.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 4,Take in charge ticket
Case 2130,Resolve ticket,Value 2,2012-01-23 16:08:37.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 6,Resolve ticket
Case 2130,Closed,Value 2,2012-03-07 15:30:33.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 5,Closed
Case 2130,END,artificial,2012-03-07 15:30:33.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2131,START,artificial,2010-02-08 11:02:37.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2131,Assign seriousness,Value 3,2010-02-08 11:02:37.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 3,Value 2,Assign seriousness
Case 2131,Take in charge ticket,Value 3,2010-02-19 17:03:44.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 3,Value 2,Take in charge ticket
Case 2131,Resolve ticket,Value 3,2010-02-19 17:03:53.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 3,Value 2,Resolve ticket
Case 2131,Closed,Value 3,2010-03-26 11:12:43.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 3,Value 5,Closed
Case 2131,END,artificial,2010-03-26 11:12:43.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2132,START,artificial,2011-11-11 10:42:40.999,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,,,
Case 2132,Assign seriousness,Value 1,2011-11-11 10:42:40.999,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2132,Take in charge ticket,Value 1,2011-11-11 10:42:53.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 2132,Wait,Value 1,2011-12-02 14:07:24.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 1,Wait
Case 2132,Take in charge ticket,Value 1,2011-12-06 15:19:48.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 2132,Resolve ticket,Value 1,2011-12-07 15:06:27.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2132,Closed,Value 1,2011-12-22 15:06:43.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2132,END,artificial,2011-12-22 15:06:43.001,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,,,
Case 2133,START,artificial,2011-10-07 13:00:52.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2133,Assign seriousness,Value 1,2011-10-07 13:00:52.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2133,Take in charge ticket,Value 1,2011-10-07 13:52:36.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2133,Resolve ticket,Value 1,2011-10-07 13:57:43.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2133,Closed,Value 1,2011-12-01 14:10:14.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2133,END,artificial,2011-12-01 14:10:14.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2134,START,artificial,2013-01-30 16:32:39.999,Variant 24,24,Variant 24,24,Fluxicon Disco,complete,,,
Case 2134,Assign seriousness,Value 1,2013-01-30 16:32:39.999,Variant 24,24,Variant 24,24,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2134,Wait,Value 1,2013-01-30 16:33:47.000,Variant 24,24,Variant 24,24,Fluxicon Disco,complete,Value 1,Value 1,Wait
Case 2134,Take in charge ticket,Value 1,2013-02-01 13:10:38.000,Variant 24,24,Variant 24,24,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 2134,Resolve ticket,Value 1,2013-02-19 11:09:15.000,Variant 24,24,Variant 24,24,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2134,Closed,Value 1,2013-03-06 11:09:27.000,Variant 24,24,Variant 24,24,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 2134,END,artificial,2013-03-06 11:09:27.001,Variant 24,24,Variant 24,24,Fluxicon Disco,complete,,,
Case 2135,START,artificial,2011-10-12 10:12:30.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 2135,Assign seriousness,Value 1,2011-10-12 10:12:30.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2135,Take in charge ticket,Value 1,2011-10-14 07:11:16.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 13,Take in charge ticket
Case 2135,Wait,Value 1,2011-11-02 10:25:42.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 13,Wait
Case 2135,Resolve ticket,Value 1,2011-11-07 16:15:10.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 13,Resolve ticket
Case 2135,Closed,Value 1,2011-11-22 16:15:23.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2135,END,artificial,2011-11-22 16:15:23.001,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 2136,START,artificial,2010-05-27 08:58:20.999,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,,,
Case 2136,Assign seriousness,Value 1,2010-05-27 08:58:20.999,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 6,Assign seriousness
Case 2136,Assign seriousness,Value 1,2010-06-04 13:07:18.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 2136,Take in charge ticket,Value 1,2010-06-04 13:07:32.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2136,Resolve ticket,Value 1,2010-06-04 13:07:49.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2136,Closed,Value 1,2010-06-30 09:00:24.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2136,END,artificial,2010-06-30 09:00:24.001,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,,,
Case 2137,START,artificial,2011-02-14 14:15:23.999,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,,,
Case 2137,Insert ticket,Value 1,2011-02-14 14:15:23.999,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 8,Insert ticket
Case 2137,Assign seriousness,Value 1,2011-02-14 14:28:41.000,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 8,Assign seriousness
Case 2137,Take in charge ticket,Value 1,2011-02-14 14:28:56.000,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 8,Take in charge ticket
Case 2137,Resolve ticket,Value 1,2011-02-14 14:29:01.000,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 8,Resolve ticket
Case 2137,Closed,Value 1,2011-04-15 13:29:18.000,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2137,END,artificial,2011-04-15 13:29:18.001,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,,,
Case 2138,START,artificial,2010-04-28 15:34:05.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2138,Assign seriousness,Value 2,2010-04-28 15:34:05.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 2,Assign seriousness
Case 2138,Take in charge ticket,Value 2,2010-05-04 15:25:21.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 16,Take in charge ticket
Case 2138,Resolve ticket,Value 2,2010-05-04 16:36:10.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 11,Resolve ticket
Case 2138,Closed,Value 2,2010-06-11 15:40:31.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 5,Closed
Case 2138,END,artificial,2010-06-11 15:40:31.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2139,START,artificial,2012-06-12 07:09:32.999,Variant 157,157,Variant 157,157,Fluxicon Disco,complete,,,
Case 2139,Assign seriousness,Value 1,2012-06-12 07:09:32.999,Variant 157,157,Variant 157,157,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2139,Take in charge ticket,Value 1,2012-06-13 10:34:51.000,Variant 157,157,Variant 157,157,Fluxicon Disco,complete,Value 1,Value 13,Take in charge ticket
Case 2139,Require upgrade,Value 1,2012-06-19 15:52:12.000,Variant 157,157,Variant 157,157,Fluxicon Disco,complete,Value 1,Value 2,Require upgrade
Case 2139,Take in charge ticket,Value 1,2012-07-25 08:23:29.000,Variant 157,157,Variant 157,157,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2139,Wait,Value 1,2012-07-25 08:23:43.000,Variant 157,157,Variant 157,157,Fluxicon Disco,complete,Value 1,Value 2,Wait
Case 2139,Resolve ticket,Value 1,2012-07-26 09:51:10.000,Variant 157,157,Variant 157,157,Fluxicon Disco,complete,Value 1,Value 13,Resolve ticket
Case 2139,Closed,Value 1,2012-08-10 10:10:44.000,Variant 157,157,Variant 157,157,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2139,END,artificial,2012-08-10 10:10:44.001,Variant 157,157,Variant 157,157,Fluxicon Disco,complete,,,
Case 2140,START,artificial,2012-02-03 09:48:38.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2140,Assign seriousness,Value 1,2012-02-03 09:48:38.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 2140,Take in charge ticket,Value 1,2012-02-03 09:48:58.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2140,Resolve ticket,Value 1,2012-02-06 08:57:43.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2140,Closed,Value 1,2012-03-14 09:51:44.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2140,END,artificial,2012-03-14 09:51:44.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2141,START,artificial,2013-02-13 14:43:54.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2141,Assign seriousness,Value 4,2013-02-13 14:43:54.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 4,Value 4,Assign seriousness
Case 2141,Take in charge ticket,Value 4,2013-02-25 11:37:34.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 4,Value 12,Take in charge ticket
Case 2141,Resolve ticket,Value 4,2013-03-14 16:24:43.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 4,Value 12,Resolve ticket
Case 2141,Closed,Value 4,2013-03-29 16:25:05.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 4,Value 3,Closed
Case 2141,END,artificial,2013-03-29 16:25:05.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2142,START,artificial,2013-03-01 11:49:32.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2142,Assign seriousness,Value 1,2013-03-01 11:49:32.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 2142,Take in charge ticket,Value 1,2013-03-15 15:13:08.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2142,Resolve ticket,Value 1,2013-03-18 14:04:01.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2142,Closed,Value 1,2013-04-02 13:04:20.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 2142,END,artificial,2013-04-02 13:04:20.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2143,START,artificial,2013-08-09 15:11:42.999,Variant 10,10,Variant 10,10,Fluxicon Disco,complete,,,
Case 2143,Assign seriousness,Value 1,2013-08-09 15:11:42.999,Variant 10,10,Variant 10,10,Fluxicon Disco,complete,Value 1,Value 9,Assign seriousness
Case 2143,Take in charge ticket,Value 1,2013-08-20 10:31:07.000,Variant 10,10,Variant 10,10,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2143,Require upgrade,Value 1,2013-08-22 14:35:35.000,Variant 10,10,Variant 10,10,Fluxicon Disco,complete,Value 1,Value 4,Require upgrade
Case 2143,Resolve ticket,Value 1,2013-09-20 10:54:58.000,Variant 10,10,Variant 10,10,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2143,Closed,Value 1,2013-10-05 10:55:08.000,Variant 10,10,Variant 10,10,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 2143,END,artificial,2013-10-05 10:55:08.001,Variant 10,10,Variant 10,10,Fluxicon Disco,complete,,,
Case 2144,START,artificial,2011-01-13 11:40:04.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2144,Assign seriousness,Value 1,2011-01-13 11:40:04.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 8,Assign seriousness
Case 2144,Take in charge ticket,Value 1,2011-01-18 17:08:56.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2144,Resolve ticket,Value 1,2011-01-18 17:09:14.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2144,Closed,Value 1,2011-03-13 11:51:06.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2144,END,artificial,2011-03-13 11:51:06.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2145,START,artificial,2011-01-26 11:07:05.999,Variant 22,22,Variant 22,22,Fluxicon Disco,complete,,,
Case 2145,Assign seriousness,Value 1,2011-01-26 11:07:05.999,Variant 22,22,Variant 22,22,Fluxicon Disco,complete,Value 1,Value 9,Assign seriousness
Case 2145,Take in charge ticket,Value 1,2011-01-26 11:07:29.000,Variant 22,22,Variant 22,22,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 2145,Wait,Value 1,2011-01-28 08:39:57.000,Variant 22,22,Variant 22,22,Fluxicon Disco,complete,Value 1,Value 9,Wait
Case 2145,Take in charge ticket,Value 1,2011-02-04 09:38:15.000,Variant 22,22,Variant 22,22,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 2145,Wait,Value 1,2011-02-10 09:10:39.000,Variant 22,22,Variant 22,22,Fluxicon Disco,complete,Value 1,Value 9,Wait
Case 2145,Take in charge ticket,Value 1,2011-02-14 08:20:53.000,Variant 22,22,Variant 22,22,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 2145,Resolve ticket,Value 1,2011-02-14 08:21:52.000,Variant 22,22,Variant 22,22,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 2145,Closed,Value 1,2011-03-01 08:22:08.000,Variant 22,22,Variant 22,22,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2145,END,artificial,2011-03-01 08:22:08.001,Variant 22,22,Variant 22,22,Fluxicon Disco,complete,,,
Case 2146,START,artificial,2011-06-07 07:38:09.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2146,Assign seriousness,Value 1,2011-06-07 07:38:09.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 8,Assign seriousness
Case 2146,Take in charge ticket,Value 1,2011-06-07 07:38:42.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 8,Take in charge ticket
Case 2146,Resolve ticket,Value 1,2011-06-07 07:59:04.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 2146,Closed,Value 1,2011-07-08 07:40:24.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2146,END,artificial,2011-07-08 07:40:24.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2147,START,artificial,2011-06-20 14:24:04.999,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,,,
Case 2147,Assign seriousness,Value 1,2011-06-20 14:24:04.999,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 2147,Take in charge ticket,Value 1,2011-06-22 07:04:14.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2147,Wait,Value 1,2011-06-22 08:17:37.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 2,Wait
Case 2147,Take in charge ticket,Value 1,2011-06-29 07:28:52.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2147,Resolve ticket,Value 1,2011-06-29 07:29:49.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2147,Closed,Value 1,2011-07-28 13:40:42.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2147,END,artificial,2011-07-28 13:40:42.001,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,,,
Case 2148,START,artificial,2012-01-19 16:49:47.999,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,,,
Case 2148,Assign seriousness,Value 1,2012-01-19 16:49:47.999,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2148,Take in charge ticket,Value 1,2012-01-19 16:50:10.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 2148,Resolve ticket,Value 1,2012-01-23 16:42:37.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2148,Resolve ticket,Value 1,2012-01-23 16:42:38.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2148,Closed,Value 1,2012-03-07 16:50:37.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2148,END,artificial,2012-03-07 16:50:37.001,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,,,
Case 2149,START,artificial,2011-02-28 09:49:14.999,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,,,
Case 2149,Assign seriousness,Value 1,2011-02-28 09:49:14.999,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 2149,Take in charge ticket,Value 1,2011-03-01 15:35:19.000,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2149,Resolve ticket,Value 1,2011-03-07 13:33:16.000,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2149,Take in charge ticket,Value 1,2011-03-07 14:58:30.000,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2149,Resolve ticket,Value 1,2011-03-07 15:57:38.000,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2149,Closed,Value 1,2011-04-06 14:57:56.000,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2149,END,artificial,2011-04-06 14:57:56.001,Variant 9,9,Variant 9,9,Fluxicon Disco,complete,,,
Case 2150,START,artificial,2012-02-22 13:04:22.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2150,Assign seriousness,Value 1,2012-02-22 13:04:22.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2150,Take in charge ticket,Value 1,2012-02-23 10:46:01.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2150,Resolve ticket,Value 1,2012-03-01 11:33:30.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2150,Closed,Value 1,2012-03-24 13:10:27.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2150,END,artificial,2012-03-24 13:10:27.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2151,START,artificial,2011-06-29 09:41:00.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2151,Assign seriousness,Value 1,2011-06-29 09:41:00.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 2151,Take in charge ticket,Value 1,2011-06-29 09:47:23.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 2151,Resolve ticket,Value 1,2011-06-29 09:52:10.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2151,Closed,Value 1,2011-08-27 09:50:55.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2151,END,artificial,2011-08-27 09:50:55.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 2152,START,artificial,2012-11-30 15:34:35.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 2152,Assign seriousness,Value 1,2012-11-30 15:34:35.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2152,Take in charge ticket,Value 1,2012-12-04 08:56:37.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 2152,Wait,Value 1,2012-12-10 08:25:36.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 1,Wait
Case 2152,Resolve ticket,Value 1,2012-12-17 08:42:18.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 2152,Closed,Value 1,2013-01-01 08:42:36.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 2152,END,artificial,2013-01-01 08:42:36.001,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 2153,START,artificial,2010-07-14 07:27:39.999,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,,,
Case 2153,Insert ticket,Value 1,2010-07-14 07:27:39.999,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 15,Insert ticket
Case 2153,Assign seriousness,Value 1,2010-07-14 07:37:02.000,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 15,Assign seriousness
Case 2153,Take in charge ticket,Value 1,2010-07-14 07:37:10.000,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 15,Take in charge ticket
Case 2153,Resolve ticket,Value 1,2010-07-26 12:58:21.000,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 2153,Closed,Value 1,2010-08-14 07:30:52.000,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 2153,END,artificial,2010-08-14 07:30:52.001,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,,,
Case 2154,START,artificial,2011-09-22 09:29:00.999,Variant 8,8,Variant 8,8,Fluxicon Disco,complete,,,
Case 2154,Assign seriousness,Value 1,2011-09-22 09:29:00.999,Variant 8,8,Variant 8,8,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 2154,Resolve ticket,Value 1,2011-09-26 08:02:43.000,Variant 8,8,Variant 8,8,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
